,0,1,2,3,4,5,6
0,0.09296040495903221,0.14182145768092316,0.1666166187636738,0.11316545836729441,0.14521041568358287,0.16288447514049162,0.17734116940500194
1,0.1888574960268409,0.11107187003355112,0.12930425569486137,0.11681087762669963,0.1704043793042557,0.13552887162281477,0.14802224969097652
2,0.12317439862542956,0.16917239404352807,0.14454467353951891,0.12299541809851088,0.13670532646048109,0.08805841924398626,0.21534936998854526
3,0.11789516650226198,0.12946018572060275,0.1805503588557434,0.2158916969964965,0.09704411714684173,0.148542467430865,0.11061600734718868
4,0.17457092057041257,0.18157407743386916,0.18683551652817593,0.15515802460176348,0.1560651692731957,0.013280597989767409,0.1325156936028158
5,0.103414814472529,0.15225728940437133,0.08308303682824268,0.11940298507462686,0.20581304006284368,0.13839471373781248,0.19763412041957396
6,0.15338968431947558,0.2422977402104537,0.07631533551837157,0.12030360531309298,0.11906158357771261,0.16553389684319475,0.1230981542176988
7,0.0670839351628952,0.16582410528005134,0.07743540362702615,0.14760873054084417,0.18054886856042368,0.17521264644519338,0.18628631038356605
8,0.2303336580613736,0.14168290306867998,0.011659766195811008,0.2484169508037019,0.14113492450073065,0.07714320506575743,0.14962859230394546
9,0.13320278321736595,0.15945168951293695,0.17890921211616181,0.0820799133369443,0.17824257322611559,0.0767468022165743,0.1913670263739011
