,0,1,2,3,4,5
0,0.1933850971644288,0.1600960919737463,0.09403286002316504,0.17459568444082194,0.16391403200205912,0.2139762343957788
1,0.19640649832244395,0.1438283595267526,0.15455588910471482,0.1726558361292601,0.18717993996115134,0.1453734769556772
2,0.2092282359679267,0.1254295532646048,0.1263602520045819,0.20375143184421535,0.1888602520045819,0.14637027491408935
3,0.13337188339739448,0.15568556753631077,0.23555222966767578,0.20466682540222456,0.11088812544644376,0.15983536854995067
4,0.19587067745564063,0.013389455350339271,0.21785986429115714,0.18487608403788236,0.1961972495373562,0.19180666932762436
5,0.12799778198789336,0.2506353680513839,0.10748117000138625,0.16916963171757313,0.1429693637077769,0.20174668453398642
6,0.12489218561324823,0.18085216491288597,0.12506468863205106,0.17460755563222358,0.2417802311540452,0.15280317405554597
7,0.1882522869523351,0.20225485475846575,0.17930508746589632,0.17256459637297383,0.08429626063232226,0.17332691381800674
8,0.26053336580613734,0.15230759863614224,0.16335849975645397,0.17069532391622017,0.011598879688261081,0.2415063321967852
9,0.18890879546685554,0.1527019707512187,0.16815966001416607,0.12207824673971918,0.17957585100620807,0.18857547602183242
