,0,1,2,3,4,5,6,7,8,9
0,515.1428571428571,371.67045454545456,261.93548387096774,216.6797385620915,182.24293785310735,148.37899543378995,132.45106382978724,110.70545454545453,92.20454545454545,92.09451219512195
1,640.1129032258065,512.3225806451613,382.624,280.0636942675159,243.10055865921788,216.00471698113208,184.48760330578514,164.02985074626864,152.40202702702703,123.85074626865672
2,950.8245614035088,633.2527472527472,377.28089887640454,356.2709359605911,362.86315789473684,320.66216216216213,260.94186046511624,250.79505300353358,223.15654952076676,198.0028818443804
3,880.2372881355932,568.9591836734694,545.2142857142858,466.71428571428567,370.48453608247416,322.1809954751131,275.0581395348837,251.05882352941177,226.06309148264987,205.45868945868946
4,1043.1,696.8105263157895,560.9612403100775,459.2173913043478,377.88205128205124,337.0855855855856,298.0,271.4325259515571,235.77134146341461,217.8230337078652
5,1089.327868852459,736.2783505154639,573.0542635658915,483.7278481012658,382.3830845771144,346.25,293.7878787878788,266.3972602739726,236.56748466257667,208.8
6,1076.4761904761904,714.7777777777778,596.0387596899225,472.68072289156623,390.075,334.8497854077253,302.11698113207547,263.9264214046823,244.75,218.03591160220995
7,1066.453125,728.9183673469387,597.9777777777778,489.3454545454546,390.43902439024396,341.1228813559322,294.86071428571427,268.1530944625407,246.26331360946742,221.93833780160858
8,1130.0468749999998,706.2095238095238,616.1984732824427,477.33139534883725,403.49509803921575,327.74898785425097,308.75276752767525,260.57460317460317,238.3456090651558,220.8219895287958
9,1133.6875,763.6530612244896,580.517730496454,485.0520231213873,411.22058823529414,344.3292181069959,310.43369175627237,278.37820512820514,240.45114942528738,228.5248041775457
10,1155.3125,761.7961165048545,592.1798561151079,498.3255813953489,391.84331797235023,358.5439330543933,310.04240282685515,276.6194968553459,252.1925287356322,224.9453125
11,1137.5384615384614,765.7722772277227,608.5882352941176,465.94535519125685,417.31400966183577,341.9,305.797153024911,273.33544303797464,241.83333333333334,224.4325699745547
12,1191.6031746031745,764.9019607843137,573.2676056338029,495.2413793103448,394.16972477064223,352.1475409836066,296.28965517241386,271.202492211838,245.7122905027933,223.25255102040816
